Fragment,Count,Time (ms),Size (bytes)
Cross.table-name-evidencevariables-xml,1,1,0
Cross.table-name-examplescenarios,1,0,0
Cross.table-name-examplescenarios-json,1,1,0
Cross.table-name-examplescenarios-xml,1,1,0
Cross.table-name-explanationofbenefits,1,0,0
Cross.table-name-explanationofbenefits-json,1,0,0
Cross.table-name-explanationofbenefits-xml,1,0,0
Cross.table-name-familymemberhistories,1,0,0
Cross.table-name-familymemberhistories-json,1,0,0
Cross.table-name-familymemberhistories-xml,1,0,0
Cross.table-name-flags,1,0,0
Cross.table-name-flags-json,1,0,0
Cross.table-name-flags-xml,1,1,0
Cross.table-name-formularyitems,1,1,0
Cross.table-name-formularyitems-json,1,1,0
Cross.table-name-formularyitems-xml,1,1,0
Cross.table-name-genomicstudies,1,0,0
Cross.table-name-genomicstudies-json,1,0,0
Cross.table-name-genomicstudies-xml,1,0,0
Cross.table-name-goals,1,0,0
Cross.table-name-goals-json,1,0,0
Cross.table-name-goals-xml,1,1,0
Cross.table-name-graphdefinitions,1,0,0
Cross.table-name-graphdefinitions-json,1,0,0
Cross.table-name-graphdefinitions-xml,1,0,0
Cross.table-name-groups,1,0,0
Cross.table-name-groups-json,1,0,0
Cross.table-name-groups-xml,1,0,0
Cross.table-name-guidanceresponses,1,0,0
Cross.table-name-guidanceresponses-json,1,0,0
Cross.table-name-guidanceresponses-xml,1,0,0
Cross.table-name-healthcareservices,1,1,0
Cross.table-name-healthcareservices-json,1,1,0
Cross.table-name-healthcareservices-xml,1,1,0
Cross.table-name-imagingselections,1,0,0
Cross.table-name-imagingselections-json,1,0,0
Cross.table-name-imagingselections-xml,1,0,0
Cross.table-name-imagingstudies,1,0,0
Cross.table-name-imagingstudies-json,1,0,0
Cross.table-name-imagingstudies-xml,1,0,0
Cross.table-name-immunizationevaluations,1,1,0
Cross.table-name-immunizationevaluations-json,1,1,0
Cross.table-name-immunizationevaluations-xml,1,1,0
Cross.table-name-immunizationrecommendations,1,0,0
Cross.table-name-immunizationrecommendations-json,1,0,0
Cross.table-name-immunizationrecommendations-xml,1,1,0
Cross.table-name-immunizations,1,0,0
Cross.table-name-immunizations-json,1,1,0
Cross.table-name-immunizations-xml,1,1,0
Cross.table-name-implementationguides,1,0,193
Cross.table-name-implementationguides-json,1,0,198
Cross.table-name-implementationguides-xml,1,0,197
Cross.table-name-ingredients,1,0,0
Cross.table-name-ingredients-json,1,0,0
Cross.table-name-ingredients-xml,1,0,0
Cross.table-name-insuranceplans,1,0,0
Cross.table-name-insuranceplans-json,1,0,0
Cross.table-name-insuranceplans-xml,1,0,0
Cross.table-name-inventoryitems,1,0,0
Cross.table-name-inventoryitems-json,1,0,0
Cross.table-name-inventoryitems-xml,1,0,0
Cross.table-name-inventoryreports,1,0,0
Cross.table-name-inventoryreports-json,1,0,0
Cross.table-name-inventoryreports-xml,1,0,0
Cross.table-name-invoices,1,0,0
Cross.table-name-invoices-json,1,0,0
Cross.table-name-invoices-xml,1,1,0
Cross.table-name-libraries,1,1,0
Cross.table-name-libraries-json,1,1,0
Cross.table-name-libraries-xml,1,1,0
Cross.table-name-linkages,1,0,0
Cross.table-name-linkages-json,1,0,0
Cross.table-name-linkages-xml,1,0,0
Cross.table-name-lists,1,0,0
Cross.table-name-lists-json,1,0,0
Cross.table-name-lists-xml,1,1,0
Cross.table-name-locations,1,0,0
Cross.table-name-locations-json,1,1,0
Cross.table-name-locations-xml,1,1,0
Cross.table-name-manufactureditemdefinitions,1,0,0
Cross.table-name-manufactureditemdefinitions-json,1,1,0
Cross.table-name-manufactureditemdefinitions-xml,1,1,0
Cross.table-name-measurereports,1,0,0
Cross.table-name-measurereports-json,1,0,0
Cross.table-name-measurereports-xml,1,0,0
Cross.table-name-measures,1,0,0
Cross.table-name-measures-json,1,0,0
Cross.table-name-measures-xml,1,0,0
Cross.table-name-medicationadministrations,1,0,0
Cross.table-name-medicationadministrations-json,1,0,0
Cross.table-name-medicationadministrations-xml,1,0,0
Cross.table-name-medicationdispenses,1,0,609
Cross.table-name-medicationdispenses-json,1,0,624
Cross.table-name-medicationdispenses-xml,1,0,621
Cross.table-name-medicationknowledges,1,0,0
Cross.table-name-medicationknowledges-json,1,0,0
Cross.table-name-medicationknowledges-xml,1,0,0
Cross.table-name-medicationrequests,1,0,2823
Cross.table-name-medicationrequests-json,1,1,2888
Cross.table-name-medicationrequests-xml,1,1,2875
Cross.table-name-medications,1,1,2064
Cross.table-name-medications-json,1,1,2114
Cross.table-name-medications-xml,1,1,2104
Cross.table-name-medicationstatements,1,0,0
Cross.table-name-medicationstatements-json,1,0,0
Cross.table-name-medicationstatements-xml,1,0,0
Cross.table-name-medicinalproductdefinitions,1,0,0
Cross.table-name-medicinalproductdefinitions-json,1,0,0
Cross.table-name-medicinalproductdefinitions-xml,1,0,0
Cross.table-name-messagedefinitions,1,0,0
Cross.table-name-messagedefinitions-json,1,0,0
Cross.table-name-messagedefinitions-xml,1,0,0
Cross.table-name-messageheaders,1,1,0
Cross.table-name-messageheaders-json,1,1,0
Cross.table-name-messageheaders-xml,1,1,0
Cross.table-name-metadataresources,1,0,0
Cross.table-name-metadataresources-json,1,1,0
Cross.table-name-metadataresources-xml,1,1,0
Cross.table-name-molecularsequences,1,1,0
Cross.table-name-molecularsequences-json,1,1,0
Cross.table-name-molecularsequences-xml,1,1,0
Cross.table-name-namingsystems,1,0,0
Cross.table-name-namingsystems-json,1,0,0
Cross.table-name-namingsystems-xml,1,0,0
Cross.table-name-nutritionintakes,1,0,0
Cross.table-name-nutritionintakes-json,1,0,0
Cross.table-name-nutritionintakes-xml,1,1,0
Cross.table-name-nutritionorders,1,0,0
Cross.table-name-nutritionorders-json,1,0,0
Cross.table-name-nutritionorders-xml,1,0,0
Cross.table-name-nutritionproducts,1,1,0
Cross.table-name-nutritionproducts-json,1,1,0
Cross.table-name-nutritionproducts-xml,1,1,0
Cross.table-name-observationdefinitions,1,0,0
Cross.table-name-observationdefinitions-json,1,0,0
Cross.table-name-observationdefinitions-xml,1,0,0
Cross.table-name-observations,1,0,0
Cross.table-name-observations-json,1,1,0
Cross.table-name-observations-xml,1,1,0
Cross.table-name-operationdefinitions,1,0,0
Cross.table-name-operationdefinitions-json,1,0,0
Cross.table-name-operationdefinitions-xml,1,1,0
Cross.table-name-operationoutcomes,1,0,0
Cross.table-name-operationoutcomes-json,1,0,0
Cross.table-name-operationoutcomes-xml,1,1,0
Cross.table-name-organizationaffiliations,1,1,0
Cross.table-name-organizationaffiliations-json,1,1,0
Cross.table-name-organizationaffiliations-xml,1,1,0
Cross.table-name-organizations,1,0,240
Cross.table-name-organizations-json,1,1,250
Cross.table-name-organizations-xml,1,1,248
Cross.table-name-packagedproductdefinitions,1,0,0
Cross.table-name-packagedproductdefinitions-json,1,1,0
Cross.table-name-packagedproductdefinitions-xml,1,1,0
Cross.table-name-parameters,1,0,0
Cross.table-name-parameters-json,1,0,0
Cross.table-name-parameters-xml,1,0,0
Cross.table-name-patients,1,0,282
Cross.table-name-patients-json,1,1,292
Cross.table-name-patients-xml,1,1,290
Cross.table-name-paymentnotices,1,0,0
Cross.table-name-paymentnotices-json,1,0,0
Cross.table-name-paymentnotices-xml,1,0,0
Cross.table-name-paymentreconciliations,1,1,0
Cross.table-name-paymentreconciliations-json,1,1,0
Cross.table-name-paymentreconciliations-xml,1,1,0
Cross.table-name-people,1,0,0
Cross.table-name-people-json,1,0,0
Cross.table-name-people-xml,1,0,0
Cross.table-name-permissions,1,0,0
Cross.table-name-permissions-json,1,0,0
Cross.table-name-permissions-xml,1,0,0
Cross.table-name-plandefinitions,1,0,0
Cross.table-name-plandefinitions-json,1,0,0
Cross.table-name-plandefinitions-xml,1,0,0
Cross.table-name-practitionerroles,1,0,342
Cross.table-name-practitionerroles-json,1,0,352
Cross.table-name-practitionerroles-xml,1,0,350
Cross.table-name-practitioners,1,0,342
Cross.table-name-practitioners-json,1,0,352
Cross.table-name-practitioners-xml,1,1,350
Cross.table-name-procedures,1,0,0
Cross.table-name-procedures-json,1,0,0
Cross.table-name-procedures-xml,1,1,0
Cross.table-name-provenances,1,0,0
Cross.table-name-provenances-json,1,0,0
Cross.table-name-provenances-xml,1,0,0
Cross.table-name-questionnaireresponses,1,0,0
Cross.table-name-questionnaireresponses-json,1,0,0
Cross.table-name-questionnaireresponses-xml,1,0,0
Cross.table-name-questionnaires,1,0,0
Cross.table-name-questionnaires-json,1,0,0
Cross.table-name-questionnaires-xml,1,0,0
Cross.table-name-regulatedauthorizations,1,0,0
Cross.table-name-regulatedauthorizations-json,1,0,0
Cross.table-name-regulatedauthorizations-xml,1,0,0
Cross.table-name-relatedpeople,1,0,0
Cross.table-name-relatedpeople-json,1,0,0
Cross.table-name-relatedpeople-xml,1,0,0
Cross.table-name-requestorchestrations,1,0,0
Cross.table-name-requestorchestrations-json,1,0,0
Cross.table-name-requestorchestrations-xml,1,0,0
Cross.table-name-requirements,1,0,0
Cross.table-name-requirements-json,1,1,0
Cross.table-name-requirements-xml,1,1,0
Cross.table-name-researchstudies,1,0,0
Cross.table-name-researchstudies-json,1,0,0
Cross.table-name-researchstudies-xml,1,0,0
Cross.table-name-researchsubjects,1,0,0
Cross.table-name-researchsubjects-json,1,1,0
Cross.table-name-researchsubjects-xml,1,1,0
Cross.table-name-resources,1,1,0
Cross.table-name-resources-json,1,1,0
Cross.table-name-resources-xml,1,1,0
Cross.table-name-riskassessments,1,0,0
Cross.table-name-riskassessments-json,1,0,0
Cross.table-name-riskassessments-xml,1,0,0
Cross.table-name-schedules,1,0,0
Cross.table-name-schedules-json,1,0,0
Cross.table-name-schedules-xml,1,0,0
Cross.table-name-searchparameters,1,0,388
Cross.table-name-searchparameters-json,1,0,398
Cross.table-name-searchparameters-xml,1,1,396
Cross.table-name-servicerequests,1,0,0
Cross.table-name-servicerequests-json,1,0,0
Cross.table-name-servicerequests-xml,1,1,0
Cross.table-name-slots,1,0,0
Cross.table-name-slots-json,1,0,0
Cross.table-name-slots-xml,1,0,0
Cross.table-name-specimen,1,0,0
Cross.table-name-specimen-json,1,0,0
Cross.table-name-specimen-xml,1,0,0
Cross.table-name-specimendefinitions,1,0,0
Cross.table-name-specimendefinitions-json,1,0,0
Cross.table-name-specimendefinitions-xml,1,0,0
Cross.table-name-structuredefinitions,1,2,5302
Cross.table-name-structuredefinitions-json,1,2,5407
Cross.table-name-structuredefinitions-xml,1,2,5386
Cross.table-name-structuremaps,1,1,0
Cross.table-name-structuremaps-json,1,1,0
Cross.table-name-structuremaps-xml,1,1,0
Cross.table-name-subscriptions,1,0,0
Cross.table-name-subscriptions-json,1,0,0
Cross.table-name-subscriptions-xml,1,0,0
Cross.table-name-subscriptionstatuses,1,0,0
Cross.table-name-subscriptionstatuses-json,1,0,0
Cross.table-name-subscriptionstatuses-xml,1,0,0
Cross.table-name-subscriptiontopics,1,0,0
Cross.table-name-subscriptiontopics-json,1,1,0
Cross.table-name-subscriptiontopics-xml,1,1,0
Cross.table-name-substancedefinitions,1,0,0
Cross.table-name-substancedefinitions-json,1,0,0
Cross.table-name-substancedefinitions-xml,1,1,0
Cross.table-name-substancenucleicacids,1,0,0
Cross.table-name-substancenucleicacids-json,1,0,0
Cross.table-name-substancenucleicacids-xml,1,0,0
Cross.table-name-substancepolymers,1,1,0
Cross.table-name-substancepolymers-json,1,1,0
Cross.table-name-substancepolymers-xml,1,1,0
Cross.table-name-substanceproteins,1,1,0
Cross.table-name-substanceproteins-json,1,1,0
Cross.table-name-substanceproteins-xml,1,1,0
Cross.table-name-substancereferenceinformations,1,0,0
Cross.table-name-substancereferenceinformations-json,1,1,0
Cross.table-name-substancereferenceinformations-xml,1,1,0
Cross.table-name-substances,1,0,0
Cross.table-name-substances-json,1,0,0
Cross.table-name-substances-xml,1,0,0
Cross.table-name-substancesourcematerials,1,0,0
Cross.table-name-substancesourcematerials-json,1,0,0
Cross.table-name-substancesourcematerials-xml,1,0,0
Cross.table-name-supplydeliveries,1,0,0
Cross.table-name-supplydeliveries-json,1,0,0
Cross.table-name-supplydeliveries-xml,1,0,0
Cross.table-name-supplyrequests,1,0,0
Cross.table-name-supplyrequests-json,1,0,0
Cross.table-name-supplyrequests-xml,1,0,0
Cross.table-name-tasks,1,0,0
Cross.table-name-tasks-json,1,0,0
Cross.table-name-tasks-xml,1,0,0
Cross.table-name-terminologycapabilities,1,0,0
Cross.table-name-terminologycapabilities-json,1,1,0
Cross.table-name-terminologycapabilities-xml,1,1,0
Cross.table-name-testplans,1,0,0
Cross.table-name-testplans-json,1,0,0
Cross.table-name-testplans-xml,1,1,0
Cross.table-name-testreports,1,0,0
Cross.table-name-testreports-json,1,0,0
Cross.table-name-testreports-xml,1,0,0
Cross.table-name-testscripts,1,1,0
Cross.table-name-testscripts-json,1,1,0
Cross.table-name-testscripts-xml,1,1,0
Cross.table-name-transports,1,0,0
Cross.table-name-transports-json,1,1,0
Cross.table-name-transports-xml,1,1,0
Cross.table-name-valuesets,1,0,0
Cross.table-name-valuesets-json,1,0,0
Cross.table-name-valuesets-xml,1,1,0
Cross.table-name-verificationresults,1,0,0
Cross.table-name-verificationresults-json,1,1,0
Cross.table-name-verificationresults-xml,1,1,0
Cross.table-name-visionprescriptions,1,1,0
Cross.table-name-visionprescriptions-json,1,1,0
Cross.table-name-visionprescriptions-xml,1,1,0
Cross.table-namingsystems,1,0,0
Cross.table-namingsystems-json,1,0,0
Cross.table-namingsystems-xml,1,0,0
Cross.table-nutritionintakes,1,0,0
Cross.table-nutritionintakes-json,1,1,0
Cross.table-nutritionintakes-xml,1,1,0
Cross.table-nutritionorders,1,0,0
Cross.table-nutritionorders-json,1,0,0
Cross.table-nutritionorders-xml,1,0,0
Cross.table-nutritionproducts,1,0,0
Cross.table-nutritionproducts-json,1,0,0
Cross.table-nutritionproducts-xml,1,1,0
Cross.table-observationdefinitions,1,0,0
Cross.table-observationdefinitions-json,1,0,0
Cross.table-observationdefinitions-xml,1,0,0
Cross.table-observations,1,1,0
Cross.table-observations-json,1,1,0
Cross.table-observations-xml,1,1,0
Cross.table-operationdefinitions,1,0,0
Cross.table-operationdefinitions-json,1,0,0
Cross.table-operationdefinitions-xml,1,0,0
Cross.table-operationoutcomes,1,1,0
Cross.table-operationoutcomes-json,1,1,0
Cross.table-operationoutcomes-xml,1,1,0
Cross.table-organizationaffiliations,1,1,0
Cross.table-organizationaffiliations-json,1,1,0
Cross.table-organizationaffiliations-xml,1,1,0
Cross.table-organizations,1,1,240
Cross.table-organizations-json,1,1,250
Cross.table-organizations-xml,1,1,248
Cross.table-packagedproductdefinitions,1,0,0
Cross.table-packagedproductdefinitions-json,1,1,0
Cross.table-packagedproductdefinitions-xml,1,1,0
Cross.table-parameters,1,0,0
Cross.table-parameters-json,1,0,0
Cross.table-parameters-xml,1,0,0
Cross.table-patients,1,0,282
Cross.table-patients-json,1,1,292
Cross.table-patients-xml,1,1,290
Cross.table-paymentnotices,1,0,0
Cross.table-paymentnotices-json,1,0,0
Cross.table-paymentnotices-xml,1,0,0
Cross.table-paymentreconciliations,1,0,0
Cross.table-paymentreconciliations-json,1,0,0
Cross.table-paymentreconciliations-xml,1,0,0
Cross.table-people,1,0,0
Cross.table-people-json,1,0,0
Cross.table-people-xml,1,0,0
Cross.table-permissions,1,0,0
Cross.table-permissions-json,1,0,0
Cross.table-permissions-xml,1,0,0
Cross.table-plandefinitions,1,0,0
Cross.table-plandefinitions-json,1,0,0
Cross.table-plandefinitions-xml,1,0,0
Cross.table-practitionerroles,1,0,342
Cross.table-practitionerroles-json,1,0,352
Cross.table-practitionerroles-xml,1,0,350
Cross.table-practitioners,1,0,342
Cross.table-practitioners-json,1,1,352
Cross.table-practitioners-xml,1,1,350
Cross.table-procedures,1,0,0
Cross.table-procedures-json,1,0,0
Cross.table-procedures-xml,1,0,0
Cross.table-profiles,1,0,634
Cross.table-profiles-mm,1,0,661
Cross.table-provenances,1,0,0
Cross.table-provenances-json,1,0,0
Cross.table-provenances-xml,1,0,0
Cross.table-questionnaireresponses,1,0,0
Cross.table-questionnaireresponses-json,1,0,0
Cross.table-questionnaireresponses-xml,1,0,0
Cross.table-questionnaires,1,0,0
Cross.table-questionnaires-json,1,0,0
Cross.table-questionnaires-xml,1,0,0
Cross.table-regulatedauthorizations,1,0,0
Cross.table-regulatedauthorizations-json,1,0,0
Cross.table-regulatedauthorizations-xml,1,1,0
Cross.table-relatedpeople,1,0,0
Cross.table-relatedpeople-json,1,0,0
Cross.table-relatedpeople-xml,1,0,0
Cross.table-requestorchestrations,1,0,0
Cross.table-requestorchestrations-json,1,0,0
Cross.table-requestorchestrations-xml,1,0,0
Cross.table-requirements,1,1,0
Cross.table-requirements-json,1,1,0
Cross.table-requirements-xml,1,1,0
Cross.table-researchstudies,1,0,0
Cross.table-researchstudies-json,1,0,0
Cross.table-researchstudies-xml,1,0,0
Cross.table-researchsubjects,1,0,0
Cross.table-researchsubjects-json,1,1,0
Cross.table-researchsubjects-xml,1,1,0
Cross.table-resources,1,0,0
Cross.table-resources-json,1,1,0
Cross.table-resources-xml,1,1,0
Cross.table-riskassessments,1,0,0
Cross.table-riskassessments-json,1,0,0
Cross.table-riskassessments-xml,1,0,0
Cross.table-schedules,1,0,0
Cross.table-schedules-json,1,0,0
Cross.table-schedules-xml,1,0,0
Cross.table-searchparameters,1,0,388
Cross.table-searchparameters-json,1,0,398
Cross.table-searchparameters-xml,1,1,396
Cross.table-servicerequests,1,0,0
Cross.table-servicerequests-json,1,1,0
Cross.table-servicerequests-xml,1,1,0
Cross.table-slots,1,0,0
Cross.table-slots-json,1,0,0
Cross.table-slots-xml,1,0,0
Cross.table-specimen,1,0,0
Cross.table-specimen-json,1,0,0
Cross.table-specimen-xml,1,0,0
Cross.table-specimendefinitions,1,0,0
Cross.table-specimendefinitions-json,1,0,0
Cross.table-specimendefinitions-xml,1,0,0
Cross.table-structuredefinitions,1,1,5302
Cross.table-structuredefinitions-json,1,1,5407
Cross.table-structuredefinitions-xml,1,2,5386
Cross.table-structuremaps,1,0,0
Cross.table-structuremaps-json,1,0,0
Cross.table-structuremaps-xml,1,0,0
Cross.table-subscriptions,1,0,0
Cross.table-subscriptions-json,1,0,0
Cross.table-subscriptions-xml,1,0,0
Cross.table-subscriptionstatuses,1,0,0
Cross.table-subscriptionstatuses-json,1,0,0
Cross.table-subscriptionstatuses-xml,1,0,0
Cross.table-subscriptiontopics,1,1,0
Cross.table-subscriptiontopics-json,1,1,0
Cross.table-subscriptiontopics-xml,1,1,0
Cross.table-substancedefinitions,1,0,0
Cross.table-substancedefinitions-json,1,0,0
Cross.table-substancedefinitions-xml,1,1,0
Cross.table-substancenucleicacids,1,0,0
Cross.table-substancenucleicacids-json,1,0,0
Cross.table-substancenucleicacids-xml,1,0,0
Cross.table-substancepolymers,1,0,0
Cross.table-substancepolymers-json,1,0,0
Cross.table-substancepolymers-xml,1,0,0
Cross.table-substanceproteins,1,0,0
Cross.table-substanceproteins-json,1,0,0
Cross.table-substanceproteins-xml,1,1,0
Cross.table-substancereferenceinformations,1,0,0
Cross.table-substancereferenceinformations-json,1,1,0
Cross.table-substancereferenceinformations-xml,1,1,0
Cross.table-substances,1,0,0
Cross.table-substances-json,1,0,0
Cross.table-substances-xml,1,0,0
Cross.table-substancesourcematerials,1,0,0
Cross.table-substancesourcematerials-json,1,0,0
Cross.table-substancesourcematerials-xml,1,1,0
Cross.table-supplydeliveries,1,0,0
Cross.table-supplydeliveries-json,1,0,0
Cross.table-supplydeliveries-xml,1,0,0
Cross.table-supplyrequests,1,0,0
Cross.table-supplyrequests-json,1,0,0
Cross.table-supplyrequests-xml,1,0,0
Cross.table-tasks,1,0,0
Cross.table-tasks-json,1,0,0
Cross.table-tasks-xml,1,0,0
Cross.table-terminologycapabilities,1,1,0
Cross.table-terminologycapabilities-json,1,1,0
Cross.table-terminologycapabilities-xml,1,1,0
Cross.table-testplans,1,0,0
Cross.table-testplans-json,1,0,0
Cross.table-testplans-xml,1,1,0
Cross.table-testreports,1,0,0
Cross.table-testreports-json,1,0,0
Cross.table-testreports-xml,1,1,0
Cross.table-testscripts,1,0,0
Cross.table-testscripts-json,1,0,0
Cross.table-testscripts-xml,1,0,0
Cross.table-transports,1,1,0
Cross.table-transports-json,1,1,0
Cross.table-transports-xml,1,1,0
Cross.table-valuesets,1,0,0
Cross.table-valuesets-json,1,0,0
Cross.table-valuesets-xml,1,0,0
Cross.table-verificationresults,1,0,0
Cross.table-verificationresults-json,1,0,0
Cross.table-verificationresults-xml,1,0,0
Cross.table-visionprescriptions,1,0,0
Cross.table-visionprescriptions-json,1,1,0
Cross.table-visionprescriptions-xml,1,1,0
Cross.valueset-list,1,0,114
Cross.valueset-ref-all-list,1,2,17222
Cross.valueset-ref-list,1,1,2542
Cross.version-r4-summary-Account,1,99,61
Cross.version-r4-summary-ActivityDefinition,1,99,72
Cross.version-r4-summary-ActorDefinition,1,99,69
Cross.version-r4-summary-AdministrableProductDefinition,1,99,84
Cross.version-r4-summary-AdverseEvent,1,99,66
Cross.version-r4-summary-AllergyIntolerance,1,100,72
Cross.version-r4-summary-Appointment,1,100,65
Cross.version-r4-summary-AppointmentResponse,1,100,73
Cross.version-r4-summary-ArtifactAssessment,1,100,72
Cross.version-r4-summary-AuditEvent,1,100,64
Cross.version-r4-summary-Basic,1,100,59
Cross.version-r4-summary-Binary,1,100,60
Cross.version-r4-summary-BiologicallyDerivedProduct,1,100,80
Cross.version-r4-summary-BiologicallyDerivedProductDispense,1,100,88
Cross.version-r4-summary-BodyStructure,1,101,67
Cross.version-r4-summary-Bundle,1,101,60
Cross.version-r4-summary-CanonicalResource,1,101,71
Cross.version-r4-summary-CapabilityStatement,1,101,73
Cross.version-r4-summary-CarePlan,1,101,62
Cross.version-r4-summary-CareTeam,1,101,62
Cross.version-r4-summary-ChargeItem,1,101,64
Cross.version-r4-summary-ChargeItemDefinition,1,101,74
Cross.version-r4-summary-Citation,1,101,62
Cross.version-r4-summary-Claim,1,101,59
Cross.version-r4-summary-ClaimResponse,1,102,67
Cross.version-r4-summary-ClinicalImpression,1,102,72
Cross.version-r4-summary-ClinicalUseDefinition,1,102,75
Cross.version-r4-summary-CodeSystem,1,102,1141
Cross.version-r4-summary-Communication,1,102,67
Cross.version-r4-summary-CommunicationRequest,1,102,74
Cross.version-r4-summary-CompartmentDefinition,1,102,75
Cross.version-r4-summary-Composition,1,102,65
Cross.version-r4-summary-ConceptMap,1,102,64
Cross.version-r4-summary-Condition,1,102,63
Cross.version-r4-summary-ConditionDefinition,1,102,73
Cross.version-r4-summary-Consent,1,102,61
Cross.version-r4-summary-Contract,1,102,62
Cross.version-r4-summary-Coverage,1,103,62
Cross.version-r4-summary-CoverageEligibilityRequest,1,103,80
Cross.version-r4-summary-CoverageEligibilityResponse,1,103,81
Cross.version-r4-summary-DetectedIssue,1,103,67
Cross.version-r4-summary-Device,1,103,60
Cross.version-r4-summary-DeviceAssociation,1,103,71
Cross.version-r4-summary-DeviceDefinition,1,103,70
Cross.version-r4-summary-DeviceDispense,1,103,68
Cross.version-r4-summary-DeviceMetric,1,103,66
Cross.version-r4-summary-DeviceRequest,1,103,67
Cross.version-r4-summary-DeviceUsage,1,103,65
Cross.version-r4-summary-DiagnosticReport,1,103,70
Cross.version-r4-summary-DocumentReference,1,103,71
Cross.version-r4-summary-DomainResource,1,103,68
Cross.version-r4-summary-Encounter,1,103,63
Cross.version-r4-summary-EncounterHistory,1,104,70
Cross.version-r4-summary-Endpoint,1,104,62
Cross.version-r4-summary-EnrollmentRequest,1,104,71
Cross.version-r4-summary-EnrollmentResponse,1,104,72
Cross.version-r4-summary-EpisodeOfCare,1,104,67
Cross.version-r4-summary-EventDefinition,1,104,69
Cross.version-r4-summary-Evidence,1,104,62
Cross.version-r4-summary-EvidenceReport,1,104,68
Cross.version-r4-summary-EvidenceVariable,1,104,70
Cross.version-r4-summary-ExampleScenario,1,104,69
Cross.version-r4-summary-ExplanationOfBenefit,1,104,74
Cross.version-r4-summary-FamilyMemberHistory,1,104,73
Cross.version-r4-summary-Flag,1,104,58
Cross.version-r4-summary-FormularyItem,1,104,67
Cross.version-r4-summary-GenomicStudy,1,104,66
Cross.version-r4-summary-Goal,1,105,58
Cross.version-r4-summary-GraphDefinition,1,105,69
Cross.version-r4-summary-Group,1,105,59
Cross.version-r4-summary-GuidanceResponse,1,105,70
Cross.version-r4-summary-HealthcareService,1,105,71
Cross.version-r4-summary-ImagingSelection,1,105,70
Cross.version-r4-summary-ImagingStudy,1,105,66
Cross.version-r4-summary-Immunization,1,105,66
Cross.version-r4-summary-ImmunizationEvaluation,1,105,76
Cross.version-r4-summary-ImmunizationRecommendation,1,105,80
Cross.version-r4-summary-ImplementationGuide,1,105,73
Cross.version-r4-summary-Ingredient,1,105,64
Cross.version-r4-summary-InsurancePlan,1,105,67
Cross.version-r4-summary-InventoryItem,1,105,67
Cross.version-r4-summary-InventoryReport,1,106,69
Cross.version-r4-summary-Invoice,1,106,61
Cross.version-r4-summary-Library,1,106,61
Cross.version-r4-summary-Linkage,1,106,61
Cross.version-r4-summary-List,1,106,58
Cross.version-r4-summary-Location,1,106,62
Cross.version-r4-summary-ManufacturedItemDefinition,1,106,80
Cross.version-r4-summary-Measure,1,106,61
Cross.version-r4-summary-MeasureReport,1,106,67
Cross.version-r4-summary-Medication,1,106,64
Cross.version-r4-summary-MedicationAdministration,1,106,78
Cross.version-r4-summary-MedicationDispense,1,106,72
Cross.version-r4-summary-MedicationKnowledge,1,106,73
Cross.version-r4-summary-MedicationRequest,1,106,71
Cross.version-r4-summary-MedicationStatement,1,106,73
Cross.version-r4-summary-MedicinalProductDefinition,1,107,80
Cross.version-r4-summary-MessageDefinition,1,107,71
Cross.version-r4-summary-MessageHeader,1,107,67
Cross.version-r4-summary-MetadataResource,1,107,70
Cross.version-r4-summary-MolecularSequence,1,107,71
Cross.version-r4-summary-NamingSystem,1,107,66
Cross.version-r4-summary-NutritionIntake,1,107,69
Cross.version-r4-summary-NutritionOrder,1,107,68
Cross.version-r4-summary-NutritionProduct,1,107,70
Cross.version-r4-summary-Observation,1,107,65
Cross.version-r4-summary-ObservationDefinition,1,107,75
Cross.version-r4-summary-OperationDefinition,1,107,73
Cross.version-r4-summary-OperationOutcome,1,107,70
Cross.version-r4-summary-Organization,1,107,66
Cross.version-r4-summary-OrganizationAffiliation,1,108,77
Cross.version-r4-summary-PackagedProductDefinition,1,108,79
Cross.version-r4-summary-Parameters,1,108,64
Cross.version-r4-summary-Patient,1,108,61
Cross.version-r4-summary-PaymentNotice,1,108,67
Cross.version-r4-summary-PaymentReconciliation,1,108,75
Cross.version-r4-summary-Permission,1,108,64
Cross.version-r4-summary-Person,1,108,60
Cross.version-r4-summary-PlanDefinition,1,108,68
Cross.version-r4-summary-Practitioner,1,108,66
Cross.version-r4-summary-PractitionerRole,1,108,70
Cross.version-r4-summary-Procedure,1,108,63
Cross.version-r4-summary-Provenance,1,108,64
Cross.version-r4-summary-Questionnaire,1,108,67
Cross.version-r4-summary-QuestionnaireResponse,1,108,75
Cross.version-r4-summary-RegulatedAuthorization,1,109,76
Cross.version-r4-summary-RelatedPerson,1,109,67
Cross.version-r4-summary-RequestOrchestration,1,109,74
Cross.version-r4-summary-Requirements,1,109,66
Cross.version-r4-summary-ResearchStudy,1,109,67
Cross.version-r4-summary-ResearchSubject,1,109,69
Cross.version-r4-summary-Resource,1,109,62
Cross.version-r4-summary-RiskAssessment,1,109,68
Cross.version-r4-summary-Schedule,1,109,62
Cross.version-r4-summary-SearchParameter,1,109,339
Cross.version-r4-summary-ServiceRequest,1,109,68
Cross.version-r4-summary-Slot,1,109,58
